	region1	region2	chrom1	start1	end1	chrom2	start2	end2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
1286	('chr6', 108100000, 108180000)	('chr6', 133830000, 133900000)	chr6	108100000	108180000	chr6	133830000	133900000	(('chr6', 108100000, 108180000), ('chr6', 133830000, 133900000))	25725000.0	5600000000	OSTM1,ASTM1-AS1,NR2E1	TARID,LINC01312,TCF21
1287	('chr6', 1590000, 1630000)	('chr6', 117250000, 117280000)	chr6	1590000	1630000	chr6	117250000	117280000	(('chr6', 1590000, 1630000), ('chr6', 117250000, 117280000))	115655000.0	1200000000	FOXC1	VGLL2
1288	('chr1', 47710000, 47720000)	('chr1', 92460000, 92500000)	chr1	47710000	47720000	chr1	92460000	92500000	(('chr1', 47710000, 47720000), ('chr1', 92460000, 92500000))	44765000.0	400000000	-	GFI1
1289	('chr9', 14300000, 14380000)	('chr9', 21960000, 22010000)	chr9	14300000	14380000	chr9	21960000	22010000	(('chr9', 14300000, 14380000), ('chr9', 21960000, 22010000))	7645000.0	4000000000	NFIB,AL136366.1	CDKN2A,CDKN2A-DT,AL359922.1
1290	('chr5', 42980000, 43050000)	('chr5', 50960000, 50970000)	chr5	42980000	43050000	chr5	50960000	50970000	(('chr5', 42980000, 43050000), ('chr5', 50960000, 50970000))	7950000.0	700000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	LINC02106,AC008808.2,AC008808.1
1291	('chr6', 26230000, 26330000)	('chr6', 117250000, 117280000)	chr6	26230000	26330000	chr6	117250000	117280000	(('chr6', 26230000, 26330000), ('chr6', 117250000, 117280000))	90985000.0	3000000000	HIST1H1D,HIST1H4F,HIST1H4G,HIST1H3F,HIST1H2BH,HIST1H3G,HIST1H2BI,HIST1H4H	VGLL2
1293	('chr7', 129780000, 129790000)	('chr7', 155440000, 155530000)	chr7	129780000	129790000	chr7	155440000	155530000	(('chr7', 129780000, 129790000), ('chr7', 155440000, 155530000))	25700000.0	900000000	MIR96,MIR182,AC084864.1	EN2,CNPY1,AC008060.3,AC008060.2
1294	('chr9', 21960000, 22010000)	('chr9', 37010000, 37040000)	chr9	21960000	22010000	chr9	37010000	37040000	(('chr9', 21960000, 22010000), ('chr9', 37010000, 37040000))	15040000.0	1500000000	CDKN2A,CDKN2A-DT,AL359922.1	PAX5,AL161781.2
1295	('chr9', 77000000, 77030000)	('chr9', 126600000, 126630000)	chr9	77000000	77030000	chr9	126600000	126630000	(('chr9', 77000000, 77030000), ('chr9', 126600000, 126630000))	49600000.0	900000000	FOXB2	LMX1B,AL161908.1,AL161908.2
1296	('chr1', 46480000, 46490000)	('chr1', 180230000, 180240000)	chr1	46480000	46490000	chr1	180230000	180240000	(('chr1', 46480000, 46490000), ('chr1', 180230000, 180240000))	133750000.0	100000000	-	LHX4
1298	('chr6', 27860000, 27890000)	('chr6', 133230000, 133250000)	chr6	27860000	27890000	chr6	133230000	133250000	(('chr6', 27860000, 27890000), ('chr6', 133230000, 133250000))	105365000.0	600000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	EYA4
1299	('chr10', 26200000, 26220000)	('chr10', 101120000, 101150000)	chr10	26200000	26220000	chr10	101120000	101150000	(('chr10', 26200000, 26220000), ('chr10', 101120000, 101150000))	74925000.0	600000000	GAD2	TLX1,TLX1NB
1300	('chr5', 55150000, 55190000)	('chr5', 154455000, 154505000)	chr5	55150000	55190000	chr5	154455000	154505000	(('chr5', 55150000, 55190000), ('chr5', 154455000, 154505000))	99310000.0	2000000000	GPX8,CDC20B,MIR449A	HAND1,AC026688.2
1301	('chr6', 133230000, 133250000)	('chr6', 149910000, 149990000)	chr6	133230000	133250000	chr6	149910000	149990000	(('chr6', 133230000, 133250000), ('chr6', 149910000, 149990000))	16710000.0	1600000000	EYA4	ULBP1,AL355497.1
1302	('chr5', 73220000, 73240000)	('chr5', 171280000, 171340000)	chr5	73220000	73240000	chr5	171280000	171340000	(('chr5', 73220000, 73240000), ('chr5', 171280000, 171340000))	98080000.0	1200000000	AC116345.1	TLX3,AC091980.2
1303	('chr5', 51360000, 51410000)	('chr5', 171280000, 171340000)	chr5	51360000	51410000	chr5	171280000	171340000	(('chr5', 51360000, 51410000), ('chr5', 171280000, 171340000))	119925000.0	3000000000	ISL1,AC010478.1	TLX3,AC091980.2
1304	('chr5', 123080000, 123110000)	('chr5', 181040000, 181090000)	chr5	123080000	123110000	chr5	181040000	181090000	(('chr5', 123080000, 123110000), ('chr5', 181040000, 181090000))	57970000.0	1500000000	PRDM6,AC106786.1	FOXO1B,OR2V1,OR2V2,BTNL9,MIR8089
1305	('chr2', 66430000, 66440000)	('chr2', 174320000, 174350000)	chr2	66430000	66440000	chr2	174320000	174350000	(('chr2', 66430000, 66440000), ('chr2', 174320000, 174350000))	107900000.0	300000000	MEIS1	SP9,LINC01305,AC018470.1
1306	('chr5', 2725000, 2790000)	('chr5', 174700000, 174750000)	chr5	2725000	2790000	chr5	174700000	174750000	(('chr5', 2725000, 2790000), ('chr5', 174700000, 174750000))	171967500.0	3250000000	IRX2	MSX2
1308	('chr8', 10700000, 10740000)	('chr8', 98930000, 98980000)	chr8	10700000	10740000	chr8	98930000	98980000	(('chr8', 10700000, 10740000), ('chr8', 98930000, 98980000))	88235000.0	2000000000	SOX7,PINX1	OSR2,STK3
1309	('chr10', 99510000, 99550000)	('chr10', 129930000, 129980000)	chr10	99510000	99550000	chr10	129930000	129980000	(('chr10', 99510000, 99550000), ('chr10', 129930000, 129980000))	30425000.0	2000000000	NKX2-3,LINC01475	EBF3
1310	('chr2', 161410000, 161430000)	('chr2', 170710000, 170720000)	chr2	161410000	161430000	chr2	170710000	170720000	(('chr2', 161410000, 161430000), ('chr2', 170710000, 170720000))	9295000.0	200000000	TBR1	SP5,LINC01124
1311	('chr6', 50820000, 50850000)	('chr6', 125730000, 125740000)	chr6	50820000	50850000	chr6	125730000	125740000	(('chr6', 50820000, 50850000), ('chr6', 125730000, 125740000))	74900000.0	300000000	TFAP2B	HEY2, AL365259.1
1312	('chr1', 92460000, 92500000)	('chr1', 197910000, 197920000)	chr1	92460000	92500000	chr1	197910000	197920000	(('chr1', 92460000, 92500000), ('chr1', 197910000, 197920000))	105435000.0	400000000	GFI1	LHX9
1313	('chr2', 118830000, 118840000)	('chr2', 161410000, 161430000)	chr2	118830000	118840000	chr2	161410000	161430000	(('chr2', 118830000, 118840000), ('chr2', 161410000, 161430000))	42585000.0	200000000	EN1,LINC01956	TBR1
1314	('chr1', 44410000, 44420000)	('chr1', 180230000, 180240000)	chr1	44410000	44420000	chr1	180230000	180240000	(('chr1', 44410000, 44420000), ('chr1', 180230000, 180240000))	135820000.0	100000000	RNF220	LHX4
1315	('chr6', 1590000, 1630000)	('chr6', 108100000, 108180000)	chr6	1590000	1630000	chr6	108100000	108180000	(('chr6', 1590000, 1630000), ('chr6', 108100000, 108180000))	106530000.0	3200000000	FOXC1	OSTM1,ASTM1-AS1,NR2E1
1316	('chr11', 31790000, 31830000)	('chr11', 43540000, 43610000)	chr11	31790000	31830000	chr11	43540000	43610000	(('chr11', 31790000, 31830000), ('chr11', 43540000, 43610000))	11765000.0	2800000000	PAX6,PAUPAR	MIR670,MIR129-2,AC068205.1
1317	('chr2', 44930000, 44940000)	('chr2', 156315000, 156345000)	chr2	44930000	44940000	chr2	156315000	156345000	(('chr2', 44930000, 44940000), ('chr2', 156315000, 156345000))	111395000.0	300000000	SIX3,SIX3-AS1,LINC01833	NR4A2,AC074099.1
1318	('chr1', 24930000, 24940000)	('chr1', 200030000, 200040000)	chr1	24930000	24940000	chr1	200030000	200040000	(('chr1', 24930000, 24940000), ('chr1', 200030000, 200040000))	175100000.0	100000000	RUNX3	NR5A2,RNU6-570P
1320	('chr15', 52770000, 52820000)	('chr15', 67810000, 67830000)	chr15	52770000	52820000	chr15	67810000	67830000	(('chr15', 52770000, 52820000), ('chr15', 67810000, 67830000))	15025000.0	1000000000	ONECUT1	SKOR1,RNU6-1,AC009292.2
1321	('chr3', 27710000, 27720000)	('chr3', 169640000, 169670000)	chr3	27710000	27720000	chr3	169640000	169670000	(('chr3', 27710000, 27720000), ('chr3', 169640000, 169670000))	141940000.0	300000000	EOMES,LINC02084	MECOM
1322	('chr7', 1210000, 1260000)	('chr7', 23450000, 23480000)	chr7	1210000	1260000	chr7	23450000	23480000	(('chr7', 1210000, 1260000), ('chr7', 23450000, 23480000))	22230000.0	1500000000	UNCX	IGF2BP3
1323	('chr1', 90830000, 90840000)	('chr1', 197910000, 197920000)	chr1	90830000	90840000	chr1	197910000	197920000	(('chr1', 90830000, 90840000), ('chr1', 197910000, 197920000))	107080000.0	100000000	AC091614.2,AL590094.1	LHX9
1324	('chr5', 123080000, 123110000)	('chr5', 173320000, 173330000)	chr5	123080000	123110000	chr5	173320000	173330000	(('chr5', 123080000, 123110000), ('chr5', 173320000, 173330000))	50230000.0	300000000	PRDM6,AC106786.1	STC2
1325	('chr13', 27910000, 27990000)	('chr13', 112050000, 112090000)	chr13	27910000	27990000	chr13	112050000	112090000	(('chr13', 27910000, 27990000), ('chr13', 112050000, 112090000))	84120000.0	3200000000	CDX2,PDX1,PLUT,ATP5F1EP2,LINC00543,RN7SL272P	SOX1
1326	('chr1', 18630000, 18640000)	('chr1', 75120000, 75140000)	chr1	18630000	18640000	chr1	75120000	75140000	(('chr1', 18630000, 18640000), ('chr1', 75120000, 75140000))	56495000.0	200000000	PAX7	LHX8,AC099786.2,AC099786.3
1327	('chr6', 100430000, 100480000)	('chr6', 117250000, 117280000)	chr6	100430000	100480000	chr6	117250000	117280000	(('chr6', 100430000, 100480000), ('chr6', 117250000, 117280000))	16810000.0	1500000000	SIM1	VGLL2
1328	('chr11', 20140000, 20180000)	('chr11', 32420000, 32445000)	chr11	20140000	20180000	chr11	32420000	32445000	(('chr11', 20140000, 20180000), ('chr11', 32420000, 32445000))	12272500.0	1000000000	DBX1	WT1,WT1-AS
1329	('chr9', 910000, 990000)	('chr9', 21960000, 22010000)	chr9	910000	990000	chr9	21960000	22010000	(('chr9', 910000, 990000), ('chr9', 21960000, 22010000))	21035000.0	4000000000	DMRT3,DMRT1	CDKN2A,CDKN2A-DT,AL359922.1
1331	('chr12', 114660000, 114710000)	('chr12', 130130000, 130180000)	chr12	114660000	114710000	chr12	130130000	130180000	(('chr12', 114660000, 114710000), ('chr12', 130130000, 130180000))	15470000.0	2500000000	TBX3	FZD10,FZD10-DT
1332	('chr1', 47430000, 47440000)	('chr1', 90830000, 90840000)	chr1	47430000	47440000	chr1	90830000	90840000	(('chr1', 47430000, 47440000), ('chr1', 90830000, 90840000))	43400000.0	100000000	FOXD2,FOXD2-AS1	AC091614.2,AL590094.1
1333	('chr15', 37060000, 37130000)	('chr15', 59980000, 60030000)	chr15	37060000	37130000	chr15	59980000	60030000	(('chr15', 37060000, 37130000), ('chr15', 59980000, 60030000))	22910000.0	3500000000	MEIS2,AC078909.1,AC078909.2	FOXB1
1334	('chr2', 176060000, 176170000)	('chr2', 236155000, 236185000)	chr2	176060000	176170000	chr2	236155000	236185000	(('chr2', 176060000, 176170000), ('chr2', 236155000, 236185000))	60055000.0	3300000000	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS	GBX2,AC019068.1
1336	('chr4', 93820000, 93830000)	('chr4', 174180000, 174230000)	chr4	93820000	93830000	chr4	174180000	174230000	(('chr4', 93820000, 93830000), ('chr4', 174180000, 174230000))	80380000.0	500000000	ATOH1	LINC02268
1337	('chr1', 197910000, 197920000)	('chr1', 213980000, 213990000)	chr1	197910000	197920000	chr1	213980000	213990000	(('chr1', 197910000, 197920000), ('chr1', 213980000, 213990000))	16070000.0	100000000	LHX9	PROX1,AC011700.1
1338	('chr2', 118218000, 118228000)	('chr2', 172075000, 172115000)	chr2	118218000	118228000	chr2	172075000	172115000	(('chr2', 118218000, 118228000), ('chr2', 172075000, 172115000))	53872000.0	400000000	THORLNC	DLX1,DLX2
1339	('chr1', 197910000, 197920000)	('chr1', 229490000, 229500000)	chr1	197910000	197920000	chr1	229490000	229500000	(('chr1', 197910000, 197920000), ('chr1', 229490000, 229500000))	31580000.0	100000000	LHX9	NUP133
1340	('chr2', 63050000, 63060000)	('chr2', 66575000, 66585000)	chr2	63050000	63060000	chr2	66575000	66585000	(('chr2', 63050000, 63060000), ('chr2', 66575000, 66585000))	3525000.0	100000000	OTX1	MEIS1,LINC01798
1341	('chr3', 62350000, 62380000)	('chr3', 181695000, 181730000)	chr3	62350000	62380000	chr3	181695000	181730000	(('chr3', 62350000, 62380000), ('chr3', 181695000, 181730000))	119347500.0	1050000000	FEZF2	SOX2,RF01954,SOX2-OT
1342	('chr2', 66575000, 66585000)	('chr2', 161410000, 161430000)	chr2	66575000	66585000	chr2	161410000	161430000	(('chr2', 66575000, 66585000), ('chr2', 161410000, 161430000))	94840000.0	200000000	MEIS1,LINC01798	TBR1
1344	('chr4', 8830000, 8910000)	('chr4', 80260000, 80270000)	chr4	8830000	8910000	chr4	80260000	80270000	(('chr4', 8830000, 8910000), ('chr4', 80260000, 80270000))	71395000.0	800000000	HMX1	FGF5
1345	('chr4', 41730000, 41760000)	('chr4', 112500000, 112530000)	chr4	41730000	41760000	chr4	112500000	112530000	(('chr4', 41730000, 41760000), ('chr4', 112500000, 112530000))	70770000.0	900000000	PHOX2B,AC105389.1	NEUROG2,AC023886.1
1346	('chr2', 5690000, 5700000)	('chr2', 19350000, 19360000)	chr2	5690000	5700000	chr2	19350000	19360000	(('chr2', 5690000, 5700000), ('chr2', 19350000, 19360000))	13660000.0	100000000	SOX11	OSR1
1347	('chr10', 22320000, 22350000)	('chr10', 101210000, 101240000)	chr10	22320000	22350000	chr10	101210000	101240000	(('chr10', 22320000, 22350000), ('chr10', 101210000, 101240000))	78890000.0	900000000	SPAG6,AL158211.3	LBX1,LBX1-AS1
1348	('chr14', 36640000, 36680000)	('chr14', 56790000, 56830000)	chr14	36640000	36680000	chr14	56790000	56830000	(('chr14', 36640000, 36680000), ('chr14', 56790000, 56830000))	20150000.0	1600000000	PAX9,AL079303.1	OTX2
1349	('chr5', 2725000, 2790000)	('chr5', 55150000, 55190000)	chr5	2725000	2790000	chr5	55150000	55190000	(('chr5', 2725000, 2790000), ('chr5', 55150000, 55190000))	52412500.0	2600000000	IRX2	GPX8,CDC20B,MIR449A
1350	('chr6', 27860000, 27890000)	('chr6', 149910000, 149990000)	chr6	27860000	27890000	chr6	149910000	149990000	(('chr6', 27860000, 27890000), ('chr6', 149910000, 149990000))	122075000.0	2400000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	ULBP1,AL355497.1
1351	('chr1', 90830000, 90840000)	('chr1', 180230000, 180240000)	chr1	90830000	90840000	chr1	180230000	180240000	(('chr1', 90830000, 90840000), ('chr1', 180230000, 180240000))	89400000.0	100000000	AC091614.2,AL590094.1	LHX4
1352	('chr2', 113270000, 113280000)	('chr2', 206250000, 206285000)	chr2	113270000	113280000	chr2	206250000	206285000	(('chr2', 113270000, 113280000), ('chr2', 206250000, 206285000))	92992500.0	350000000	PAX8	ZDBF2,HMGN1P6
1353	('chr6', 117250000, 117280000)	('chr6', 125360000, 125380000)	chr6	117250000	117280000	chr6	125360000	125380000	(('chr6', 117250000, 117280000), ('chr6', 125360000, 125380000))	8105000.0	600000000	VGLL2	-
1354	('chr1', 90710000, 90735000)	('chr1', 220880000, 220890000)	chr1	90710000	90735000	chr1	220880000	220890000	(('chr1', 90710000, 90735000), ('chr1', 220880000, 220890000))	130162500.0	250000000	BARHL2	HLX,HLX-AS1
1355	('chr2', 176060000, 176170000)	('chr2', 199450000, 199480000)	chr2	176060000	176170000	chr2	199450000	199480000	(('chr2', 176060000, 176170000), ('chr2', 199450000, 199480000))	23350000.0	3300000000	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS	SATB2,SATB2-AS1
1356	('chr8', 71550000, 71560000)	('chr8', 96130000, 96170000)	chr8	71550000	71560000	chr8	96130000	96170000	(('chr8', 71550000, 71560000), ('chr8', 96130000, 96170000))	24595000.0	400000000	TRAPPC2P2	GDF6
1357	('chr11', 43540000, 43610000)	('chr11', 129340000, 129380000)	chr11	43540000	43610000	chr11	129340000	129380000	(('chr11', 43540000, 43610000), ('chr11', 129340000, 129380000))	85785000.0	2800000000	MIR670,MIR129-2,AC068205.1	BARX2
1358	('chr6', 99570000, 99630000)	('chr6', 137460000, 137510000)	chr6	99570000	99630000	chr6	137460000	137510000	(('chr6', 99570000, 99630000), ('chr6', 137460000, 137510000))	37885000.0	3000000000	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3	OLIG3
1359	('chr5', 77960000, 77970000)	('chr5', 171280000, 171340000)	chr5	77960000	77970000	chr5	171280000	171340000	(('chr5', 77960000, 77970000), ('chr5', 171280000, 171340000))	93345000.0	600000000	AC108482.1	TLX3,AC091980.2
1360	('chr1', 63320000, 63330000)	('chr1', 165350000, 165360000)	chr1	63320000	63330000	chr1	165350000	165360000	(('chr1', 63320000, 63330000), ('chr1', 165350000, 165360000))	102030000.0	100000000	FOXD3,FOXD3-AS1,MIR6068	LMX1A
1361	('chr10', 75390000, 75430000)	('chr10', 101120000, 101150000)	chr10	75390000	75430000	chr10	101120000	101150000	(('chr10', 75390000, 75430000), ('chr10', 101120000, 101150000))	25725000.0	1200000000	ZNF503,SPA17P1,AC010997.4,ZNF503-AS2,AC010997.3	TLX1,TLX1NB
1362	('chr6', 27860000, 27890000)	('chr6', 106070000, 106102000)	chr6	27860000	27890000	chr6	106070000	106102000	(('chr6', 27860000, 27890000), ('chr6', 106070000, 106102000))	78211000.0	960000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	PRDM1
1363	('chr2', 72140000, 72150000)	('chr2', 199450000, 199480000)	chr2	72140000	72150000	chr2	199450000	199480000	(('chr2', 72140000, 72150000), ('chr2', 199450000, 199480000))	127320000.0	300000000	CYP26B1	SATB2,SATB2-AS1
1364	('chr4', 110600000, 110660000)	('chr4', 173490000, 173550000)	chr4	110600000	110660000	chr4	173490000	173550000	(('chr4', 110600000, 110660000), ('chr4', 173490000, 173550000))	62890000.0	3600000000	PITX2,PANCR	HAND2,HAND2-AS1,SCRG1
1365	('chr5', 123080000, 123110000)	('chr5', 171280000, 171340000)	chr5	123080000	123110000	chr5	171280000	171340000	(('chr5', 123080000, 123110000), ('chr5', 171280000, 171340000))	48215000.0	1800000000	PRDM6,AC106786.1	TLX3,AC091980.2
1366	('chr5', 73430000, 73460000)	('chr5', 123035000, 123055000)	chr5	73430000	73460000	chr5	123035000	123055000	(('chr5', 73430000, 73460000), ('chr5', 123035000, 123055000))	49600000.0	600000000	FOXD1,FOXD1-AS1,LINC01385	PPIC,AC106786.2
1368	('chr18', 3430000, 3470000)	('chr18', 57400000, 57460000)	chr18	3430000	3470000	chr18	57400000	57460000	(('chr18', 3430000, 3470000), ('chr18', 57400000, 57460000))	53980000.0	2400000000	TGIF1	ONECUT2,AC090340.1
1369	('chr5', 55220000, 55230000)	('chr5', 77960000, 77970000)	chr5	55220000	55230000	chr5	77960000	77970000	(('chr5', 55220000, 55230000), ('chr5', 77960000, 77970000))	22740000.0	100000000	MCIDAS,CCNO,AC026704.1	AC108482.1
1370	('chr17', 48980000, 49000000)	('chr17', 61390000, 61510000)	chr17	48980000	49000000	chr17	61390000	61510000	(('chr17', 48980000, 49000000), ('chr17', 61390000, 61510000))	12460000.0	2400000000	IGF2BP1,RF00017,AC091133.3,AC091133.2	TBX2,TBX4,C17orf82,TBX2-AS1
1371	('chr5', 52780000, 52790000)	('chr5', 77960000, 77970000)	chr5	52780000	52790000	chr5	77960000	77970000	(('chr5', 52780000, 52790000), ('chr5', 77960000, 77970000))	25180000.0	100000000	PELO	AC108482.1
1372	('chr5', 2725000, 2790000)	('chr5', 123035000, 123055000)	chr5	2725000	2790000	chr5	123035000	123055000	(('chr5', 2725000, 2790000), ('chr5', 123035000, 123055000))	120287500.0	1300000000	IRX2	PPIC,AC106786.2
1373	('chr4', 80185000, 80220000)	('chr4', 174180000, 174230000)	chr4	80185000	80220000	chr4	174180000	174230000	(('chr4', 80185000, 80220000), ('chr4', 174180000, 174230000))	94002500.0	1750000000	PRDM8	LINC02268
1374	('chr6', 50820000, 50850000)	('chr6', 104920000, 104960000)	chr6	50820000	50850000	chr6	104920000	104960000	(('chr6', 50820000, 50850000), ('chr6', 104920000, 104960000))	54105000.0	1200000000	TFAP2B	LIN28B,LIN28B-AS1
1375	('chr5', 55220000, 55230000)	('chr5', 73430000, 73460000)	chr5	55220000	55230000	chr5	73430000	73460000	(('chr5', 55220000, 55230000), ('chr5', 73430000, 73460000))	18220000.0	300000000	MCIDAS,CCNO,AC026704.1	FOXD1,FOXD1-AS1,LINC01385
1376	('chr4', 13520000, 13550000)	('chr4', 112500000, 112530000)	chr4	13520000	13550000	chr4	112500000	112530000	(('chr4', 13520000, 13550000), ('chr4', 112500000, 112530000))	98980000.0	900000000	NKX3-2,LINC01097,LINC01096	NEUROG2,AC023886.1
1377	('chr15', 67810000, 67830000)	('chr15', 96310000, 96430000)	chr15	67810000	67830000	chr15	96310000	96430000	(('chr15', 67810000, 67830000), ('chr15', 96310000, 96430000))	28550000.0	2400000000	SKOR1,RNU6-1,AC009292.2	NR2F2,NR2F2-AS1,AC016251.2,AC103746.1,AC087477.2,AC087477.6,AC087477.5
1378	('chr2', 172075000, 172115000)	('chr2', 206250000, 206285000)	chr2	172075000	172115000	chr2	206250000	206285000	(('chr2', 172075000, 172115000), ('chr2', 206250000, 206285000))	34172500.0	1400000000	DLX1,DLX2	ZDBF2,HMGN1P6
1379	('chr17', 39595000, 39635000)	('chr17', 61590000, 61600000)	chr17	39595000	39635000	chr17	61590000	61600000	(('chr17', 39595000, 39635000), ('chr17', 61590000, 61600000))	21980000.0	400000000	NEUROD2	NACA2
1380	('chr4', 8830000, 8910000)	('chr4', 173490000, 173550000)	chr4	8830000	8910000	chr4	173490000	173550000	(('chr4', 8830000, 8910000), ('chr4', 173490000, 173550000))	164650000.0	4800000000	HMX1	HAND2,HAND2-AS1,SCRG1
1381	('chr5', 1860000, 1900000)	('chr5', 123035000, 123055000)	chr5	1860000	1900000	chr5	123035000	123055000	(('chr5', 1860000, 1900000), ('chr5', 123035000, 123055000))	121165000.0	800000000	IRX4	PPIC,AC106786.2
1382	('chr1', 47430000, 47440000)	('chr1', 90710000, 90735000)	chr1	47430000	47440000	chr1	90710000	90735000	(('chr1', 47430000, 47440000), ('chr1', 90710000, 90735000))	43287500.0	250000000	FOXD2,FOXD2-AS1	BARHL2
1383	('chr2', 170710000, 170720000)	('chr2', 199450000, 199480000)	chr2	170710000	170720000	chr2	199450000	199480000	(('chr2', 170710000, 170720000), ('chr2', 199450000, 199480000))	28750000.0	300000000	SP5,LINC01124	SATB2,SATB2-AS1
1384	('chr16', 54270000, 54300000)	('chr16', 86490000, 86520000)	chr16	54270000	54300000	chr16	86490000	86520000	(('chr16', 54270000, 54300000), ('chr16', 86490000, 86520000))	32220000.0	900000000	IRX3,AC018553.2	FENDRR,FOXF1
1385	('chr2', 66430000, 66440000)	('chr2', 181680000, 181690000)	chr2	66430000	66440000	chr2	181680000	181690000	(('chr2', 66430000, 66440000), ('chr2', 181680000, 181690000))	115250000.0	100000000	MEIS1	CERKL,NEUROD1
1386	('chr4', 80260000, 80270000)	('chr4', 108140000, 108180000)	chr4	80260000	80270000	chr4	108140000	108180000	(('chr4', 80260000, 80270000), ('chr4', 108140000, 108180000))	27895000.0	400000000	FGF5	LEF1,LEF1-AS1
1388	('chr2', 113270000, 113280000)	('chr2', 170710000, 170720000)	chr2	113270000	113280000	chr2	170710000	170720000	(('chr2', 113270000, 113280000), ('chr2', 170710000, 170720000))	57440000.0	100000000	PAX8	SP5,LINC01124
1389	('chr2', 173350000, 173360000)	('chr2', 206250000, 206285000)	chr2	173350000	173360000	chr2	206250000	206285000	(('chr2', 173350000, 173360000), ('chr2', 206250000, 206285000))	32912500.0	350000000	CDCA7	ZDBF2,HMGN1P6
1390	('chr4', 4850000, 4875000)	('chr4', 111620000, 111630000)	chr4	4850000	4875000	chr4	111620000	111630000	(('chr4', 4850000, 4875000), ('chr4', 111620000, 111630000))	106762500.0	250000000	MSX1,LINC01396	AC083795.2
1391	('chr1', 90710000, 90735000)	('chr1', 118180000, 118190000)	chr1	90710000	90735000	chr1	118180000	118190000	(('chr1', 90710000, 90735000), ('chr1', 118180000, 118190000))	27462500.0	250000000	BARHL2	SPAG17
1392	('chr1', 75120000, 75140000)	('chr1', 213980000, 213990000)	chr1	75120000	75140000	chr1	213980000	213990000	(('chr1', 75120000, 75140000), ('chr1', 213980000, 213990000))	138855000.0	200000000	LHX8,AC099786.2,AC099786.3	PROX1,AC011700.1
1394	('chr10', 92680000, 92690000)	('chr10', 117530000, 117560000)	chr10	92680000	92690000	chr10	117530000	117560000	(('chr10', 92680000, 92690000), ('chr10', 117530000, 117560000))	24860000.0	300000000	HHEX	EMX2,EMX2OS
1395	('chr8', 26030000, 26060000)	('chr8', 71550000, 71560000)	chr8	26030000	26060000	chr8	71550000	71560000	(('chr8', 26030000, 26060000), ('chr8', 71550000, 71560000))	45510000.0	300000000	EBF2	TRAPPC2P2
1396	('chr4', 13520000, 13550000)	('chr4', 108140000, 108180000)	chr4	13520000	13550000	chr4	108140000	108180000	(('chr4', 13520000, 13550000), ('chr4', 108140000, 108180000))	94625000.0	1200000000	NKX3-2,LINC01097,LINC01096	LEF1,LEF1-AS1
1397	('chr5', 73290000, 73310000)	('chr5', 173320000, 173330000)	chr5	73290000	73310000	chr5	173320000	173330000	(('chr5', 73290000, 73310000), ('chr5', 173320000, 173330000))	100025000.0	200000000	-	STC2
1398	('chr5', 52780000, 52790000)	('chr5', 123080000, 123110000)	chr5	52780000	52790000	chr5	123080000	123110000	(('chr5', 52780000, 52790000), ('chr5', 123080000, 123110000))	70310000.0	300000000	PELO	PRDM6,AC106786.1
1399	('chr8', 11670000, 11730000)	('chr8', 54430000, 54480000)	chr8	11670000	11730000	chr8	54430000	54480000	(('chr8', 11670000, 11730000), ('chr8', 54430000, 54480000))	42755000.0	3000000000	GATA4	SOX17,AC091076.1
1400	('chr4', 84475000, 84515000)	('chr4', 110600000, 110660000)	chr4	84475000	84515000	chr4	110600000	110660000	(('chr4', 84475000, 84515000), ('chr4', 110600000, 110660000))	26135000.0	2400000000	NKX6-1	PITX2,PANCR
1401	('chr10', 22320000, 22350000)	('chr10', 117110000, 117170000)	chr10	22320000	22350000	chr10	117110000	117170000	(('chr10', 22320000, 22350000), ('chr10', 117110000, 117170000))	94805000.0	1800000000	SPAG6,AL158211.3	VAX1,MIR3663
1402	('chr8', 11670000, 11730000)	('chr8', 98930000, 98980000)	chr8	11670000	11730000	chr8	98930000	98980000	(('chr8', 11670000, 11730000), ('chr8', 98930000, 98980000))	87255000.0	3000000000	GATA4	OSR2,STK3
1403	('chr8', 54430000, 54480000)	('chr8', 64550000, 64600000)	chr8	54430000	54480000	chr8	64550000	64600000	(('chr8', 54430000, 54480000), ('chr8', 64550000, 64600000))	10120000.0	2500000000	SOX17,AC091076.1	BHLHE22
1404	('chr4', 41730000, 41760000)	('chr4', 54220000, 54230000)	chr4	41730000	41760000	chr4	54220000	54230000	(('chr4', 41730000, 41760000), ('chr4', 54220000, 54230000))	12480000.0	300000000	PHOX2B,AC105389.1	PDGFRA
